,tweet
920,"RT @arunjaitley: What the Supreme Court has actually observed
in the Delhi Government case? https://t.co/ab3NXiT5sb"
921,"Why PM @narendramodi hiked MSPs of Kharif crops for farmers by 50 pc?
Is Supreme Court verdict on #Delhi a victory… https://t.co/tmvTsQzdTc"
922,Was there a killer's hand behind the death of 11 members of Bhatia family in the House of Horrors in #Burari #Delhi… https://t.co/MQdOPQ5cRt
923,Watch exclusive CCTV visuals of members of Bhatia family on the last day of mass suicide in the House of Horrors in… https://t.co/rzpbpdL6x8
924,Mumbai overbridge collapse was a mishap waiting to happen https://t.co/6SJ52lT6p3 via @rajatsharmalive
925,"Remembering Swami #Vivekananda on his death anniversary. The founder of #RamakrishnaMission, Swamiji brought Hindui… https://t.co/iMhX5OuFRU"
926,Watch a special show on a spate of mishaps during #mumbairains today Tonight at 10 @indiatvnews https://t.co/fH8EnuY8zb
927,"Why a 40-year-old foot overbridge collapsed in #Mumbai ?
Was psychotic disorder and delusion the reason behind… https://t.co/JD84jXktmQ"
928,Watch a special show on the unresolved mysteries from the House of Horrors in #Burari #Delhi Tonight at 8… https://t.co/aVD7ABhe9V
929,"RT @indiatvnews: Former India captain @SGanguly99 joins IndiaTV as cricket expert. 

#CricketKiBaat  7pm @indiatvnews  with @samiprajguru h…"
930,@VijayJollyBJP .@VijayJollyBJP Many thanks Vijay Ji for your best wishes. Looking forward to your support in future.
931,@BishanBedi .@BishanBedi Many thanks for your best wishes.
932,@gupta_rekha .@gupta_rekha Many thanks for your best wishes.
933,@gautamgambhir97 @DDCA_Cricket .@GautamGambhir Many thanks for your best wishes. Looking forward to your support in future.
934,@yogrishiramdev .@yogrishiramdev Many thanks for your best wishes. Looking forward to your support in future.
935,"Who scripted 'mass suicide' by 11 members of a family in #Burari #Delhi
Mystery of the 11 pipes meant for 11 suicid… https://t.co/wBlrvwqqja"
936,Watch a special story on the mystery behind the death of 11 members of a family in #Burari #Delhi Tonight at 8… https://t.co/ER6SrfRPOi
937,RT @yogrishiramdev: My best wishes to @RajatSharmaLive ji &amp; his whole team for a historic win in DDCA elections. After becoming synonymous…
938,"RT @indiatvnews: .@virendersehwag congratulates @RajatSharmaLive after historic victory in #DDCAElections 

Watch Video: https://t.co/awdsq…"
939,I thank all members of #DDCA who voted in the elections and reposed their trust in us. I now invite all the members… https://t.co/Fp6PNL9JHG
940,I condemn the dastardly and heinous suicide bombing in #Jalalabad #Afghanistan targeting #Sikhs . My thoughts and p… https://t.co/xXjuKVLzvn
941,Now showing: special show on the mystery behind 11 deaths of members of a family in #Burari #Delhi watch… https://t.co/8en3RkfdSW
942,Watch a special show on religious tension arising out of gangrape incidents Tonight at 8 @indiatvnews https://t.co/ZHcGD8CcOh
943,I’m overwhelmed with the support I got from the #DDCA members. I’m specially thankful to the senior citizens who ca… https://t.co/WClCBqGtr8
944,Nature wreaks havoc from #Kashmir to #Arunachal Pradesh. Watch our special show Tonight at 9.30 @indiatvnews https://t.co/o4D1RTpsu4
945,Watch another special show on #Mandsaur gang rape Tonight at 9 @indiatvnews https://t.co/2NVVr31J3f
946,Watch a special show on the gruesome gangrape of an 8-year-old girl in #Mandsaur #MP Tonight at 8 @indiatvnews https://t.co/b9PDiZoJNi
947,RT @samiprajguru: All of you get ready for some serious #Dadagiri on #CKB. Everything you want to know abt England series dada will tell yo…
948,RT @samiprajguru: Great times with Dada...this is just the start @indiatvnews @RajatSharmaLive @virendersehwag https://t.co/XWQSceyJvW
949,"'Patanjali sells honey cheaper than its competitors', claims Swami Ramdev @yogrishiramdev in #AapKiAdalat Tonight a… https://t.co/pcleMUtLcd"
950,"'I have practically forced multinational FMCG companies to do Sheershasan (Yoga posture)', says Swami Ramdev… https://t.co/6B7WBCHvPW"
951,"Parents of terrorist Dr Burhan in #Kashmir appeal to son to come home, 
Thousands protest gang rape of 8-year-old g… https://t.co/wBWDbYFZjC"
952,RT @arunjaitley: The Impact of the Government Polices on Direct Tax Collections https://t.co/RAzAd4ShhF
953,Watch a special show on false rumours about #Muslim residents offering to sell their properties and leave #UP Tonig… https://t.co/I0FAwvAz2M
954,Watch Swami Ramdev @yogrishiramdev in #AapKiAdalat Tomorrow Saturday night at 10 @indiatvnews https://t.co/znXxUkL1bt
955,"Why @BJP4India criticized @INCIndia for questioning release of Army surgical strike video?
Law Minister Ravi Shanka… https://t.co/WrwuA91S3M"
956,Watch @yogrishiramdev in #AapKiAdalat This Saturday night at 10 @indiatvnews https://t.co/JuFClzvvWj
957,Watch a lively debate between supporters of 'farzical' strike and army's surgical strike Tonight at 8 @indiatvnews https://t.co/li2ofBFpVF
958,संत कबीर दास की जयन्ती पर उन्हें शत् शत् नमन. कबीर के दोहे गागर में सागर के समान हैं. सदियों से कबीर के उपदेश भारती… https://t.co/BmB27QgZy1
959,Remembering former Prime Minister P V Narasimha Rao on his birth anniversary. He initiated economic reforms that ch… https://t.co/RVGGvI4Qom
960,"Why @AITC supporters tore off @BJP4Bengal posters during @AmitShah visit to #Kolkata 
How @BJP4India targeted… https://t.co/7iwYrINE0L"
961,Watch more revelations in the sensational Shailza Dwivedi murder case Tonight at 8 @indiatvnews https://t.co/uuQjh2oaiF
962,"Remembering the late Field Marshal #SamManekshaw architect of 1971 Bangladesh War victory, on his death anniversary… https://t.co/uqWDvBeSXh"
963,"RT @indiatvnews: #DDCAElections @RajatSharmaLive is the best candidate for President post, corruption root cause behind DDCA's lost glory,…"
964,"PM @narendramodi hits out at Congress @INCIndia , Gandhi family over 1975 #Emergency
Congress compared… https://t.co/9CaXY7BCLB"
965,Watch a special show on the mystery behind the brutal murder of an Army Major's wife in #Delhi Tonight at 8… https://t.co/7csKMthLXr
966,".@dpradhanbjp Many Happy Returns Of The Day, Dharmendra Ji. May God bless you with good health, happiness and success."
967,RT @arunjaitley: The Emergency Revisited – Part-3 (3-Part Series)- How it Ended? https://t.co/WqPqKRBfvU
968,Remembering the darkest period in post-Independence #India when #Emergency was clamped on this day and democracy wa… https://t.co/2ZavcJaC2v
969,"How monsoon rains wreaked havoc in #Mumbai #Gujarat
Why UP CM @myogiadityanath demanded Dalit quota in #AMU #Jamia… https://t.co/RPKB4ohSDB"
970,Watch a special show on how an Army Major slit the throat of another Major's wife in #Delhi Tonight at 8… https://t.co/mRA0crWk55
971,RT @arunjaitley: The Emergency Revisited – Part-2 (3-Part Series) - The Tyranny of Emergency https://t.co/xy80Imvbho
972,RT @arunjaitley: The Emergency Revisited – Part-I (3-Part Series) - The Circumstances Leading to the Imposition of Emergency https://t.co/A…
973,"Watch a special show on 1975 Emergency, tonight at 9.30 @indiatvnews
देखिए, आधी रात का आपातकाल, आज रात 9.30 बजे, इं… https://t.co/SFcXrrY3wL"
974,Watch a special show on how an Army Major planned and executed a diabolical murder of another Major's wife Tonight… https://t.co/OyUOc7jiCH
975,"Watch a special show on #Kashmir issue tonight at 8 @indiatvnews  देखिए, कश्मीर - नेहरू की ऐतिहासिक भूल, आज रात 8 ब… https://t.co/OyOQcyOlFp"
976,Watch visuals of people fleeing from a sudden volcanic eruption in South America Tonight at 9.30 @indiatvnews देखिए… https://t.co/uUwx14mrVC
977,Watch exclusive video of lynching of a man in #Hapur #UP on charge of cow slaughter Tonight at 9 @indiatvnews https://t.co/OKdEyJ9Lgd
978,"Will #Kashmir become another Syria, Iraq? Watch our special show Tonight at 8 @indiatvnews https://t.co/rAjQYtYt0k"
979,Honoured to be presented with saropa and sword by Delhi State Gurdwara Management Committee chief Manjit Singh GK a… https://t.co/O59K7KrQd4
980,Watch cricketers @RaviShastriOfc @harbhajan_singh @GautamGambhir grilled in #AapKiAdalat Cricket Special Tonight at… https://t.co/ryfLzYmkSy
981,Watch @imVkohli  Yuvraj Singh @YUVSTRONG12 @virendersehwag in Cricket Special of #AapKiAdalat Tonight at 10… https://t.co/LE9QNTRA5K
982,"Remembering Dr Syama Prasad Mukerjee, founder of Bharatiya Jana Sangh, on his death anniversary. He was a beacon li… https://t.co/CZCTRltrWX"
983,"Conspiracy to carry out car bomb attack during #AmarnathYatra in #Kashmir
Army prepares hit list of 21 top terroris… https://t.co/YKKcJimdRY"
984,Watch a special show on how @GujaratPolice foiled a plot to foment communal violence in #Valsad Tonight at 8… https://t.co/XHMUwPB3dt
985,RT @arunjaitley: Who Is Threatening Human Rights? https://t.co/dPbihRlFQl
986,I am grateful for the overwhelming support I have received from #DDCA members and cricketing fraternity for my elec… https://t.co/KjpcjyG6YS
987,"Watch video of #Kashmir parents appealing to terrorist son to return home, 
Why #Lucknow couple's passport issue be… https://t.co/Xz9pGbDREI"
988,"Watch a special show on a gang of cheaters in #Gujarat who duped many people by using a ""magic wand"" that could fin… https://t.co/XfjfEMIfpa"
989,RT @samiprajguru: .@virendersehwag throws his weight behind @RajatSharmaLive in forthcoming #ddcaelections #RajatSharmaForDDCA @indiatvnews…
990,@samiprajguru @virendersehwag @indiatvnews @imVkohli @GautamGambhir Thanks @virendersehwag for your support.
991,"Was chief guest at #InternationalYogaDay2018 event by #NDMC at Lodhi Gardens, New Delhi https://t.co/x0rMgLlUtb"
992,RT @indiatvnews: Yoga is a unification of mind and soul: India TV Chairman and Editor-in-Chief @RajatSharmaLive attends NDMC #International…
993,RT @GautamGambhir: I see hope for Delhi cricket in this man @RajatSharmaLive https://t.co/uDLdIGzcv5
994,"On  #InternationalYogaDay2018 let all of us vow to work for a healthy, energetic #India  अन्तरराष्ट्रीय योग दिवस पर… https://t.co/Te9Q7HpSP7"
995,@GautamGambhir Thanks @GautamGambhir for your support @indiatvnews #DDCA #DDCAElections
996,Watch an exclusive report on how migrant workers in #Kashmir valley are being forced to pelt stones at security for… https://t.co/cc2nIPMMJy
997,"Watch a special show on rats gnawing Rs 12 lakh worth currency notes inside an ATM in #Assam, Tonight at 8… https://t.co/TTaXwj6frJ"
998,"Know the inside story of why @BJP4India broke its coalition with @MehboobaMufti 's PDP in #Kashmir 
Watch… https://t.co/PmBq4BeWUf"
999,"Watch a Special Show on why @BJP4India dumped @MehboobaMufti 's party in #Kashmir Tonight at 8 @indiatvnews देखिए,… https://t.co/reGtaRGgyf"
1000,Pakistan voters appear to have squarely rejected Hafiz Saeed and his terror/religious fundoo brigade; zero seats th… https://t.co/PKMKC7ha84
1001,An evening where the Devils Advocate Karan Thapar was in the hotseat and I got to play interviewer. Great fun with… https://t.co/PSHk17DXOI
1002,"Yes, none of us including you and yours truly were given visas. So much for some of us being anti national!’😄👍 https://t.co/qyFwDW5Qsg"
1003,"RT @HarperCollinsIN: “Why only half? There was a bit of me that was taken by her, she was young and effervescent. I was without a doubt inf…"
1004,Karan Thapar’s ouch moment! 😄 https://t.co/QsRK3XwoLw
1005,RT @HarperCollinsIN: I had two conditions for Karan today. 1. He will not decide the questions and 2. He cannot walk out of the interview —…
1006,"Good news today! In its 150th year, Mumbai’s iconic St Xaviers college will have its first non Christian principal:… https://t.co/ioUXkUHu9v"
1007,"I don’t know about being wiser but many Pakistanis I know are much braver! We face only random abusive tweets, thei… https://t.co/FPOYPWeZuC"
